video_stem,video_path,video_emotion,video_emotion_lbl,actor_id,sentence_key,sentence_text,audio_stem,audio_path,audio_emotion,audio_emotion_lbl,output_stem,label,method,status
1004_TIE_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TIE_HAP_XX.flv,HAP,happy,1004,TIE,That is exactly what happened,1004_TIE_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TIE_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_TIE_HAP_XX__AUDIO_1004_TIE_NEU_XX,1,emotion_swap,pending
1004_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_IOM_ANG_XX.flv,ANG,angry,1004,IOM,I'm on my way to the meeting,1004_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_IOM_ANG_XX__AUDIO_1004_IOM_DIS_XX,1,emotion_swap,pending
1004_ITH_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_ITH_FEA_XX.flv,FEA,fearful,1004,ITH,I think I have a doctor's appointment,1004_ITH_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_ITH_HAP_XX.wav,HAP,happy,FAKE_T1_1004_ITH_FEA_XX__AUDIO_1004_ITH_HAP_XX,1,emotion_swap,pending
1004_TSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TSI_HAP_XX.flv,HAP,happy,1004,TSI,The surface is slippery,1004_TSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_TSI_HAP_XX__AUDIO_1004_TSI_NEU_XX,1,emotion_swap,pending
1004_ITS_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_ITS_FEA_XX.flv,FEA,fearful,1004,ITS,I think I've seen this before,1004_ITS_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_ITS_HAP_XX.wav,HAP,happy,FAKE_T1_1004_ITS_FEA_XX__AUDIO_1004_ITS_HAP_XX,1,emotion_swap,pending
1004_DFA_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_DFA_SAD_XX.flv,SAD,sad,1004,DFA,Don't forget a jacket,1004_DFA_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_DFA_ANG_XX.wav,ANG,angry,FAKE_T1_1004_DFA_SAD_XX__AUDIO_1004_DFA_ANG_XX,1,emotion_swap,pending
1004_TSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TSI_NEU_XX.flv,NEU,neutral,1004,TSI,The surface is slippery,1004_TSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TSI_SAD_XX.wav,SAD,sad,FAKE_T1_1004_TSI_NEU_XX__AUDIO_1004_TSI_SAD_XX,1,emotion_swap,pending
1004_WSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_WSI_HAP_XX.flv,HAP,happy,1004,WSI,We'll stop in a couple of minutes,1004_WSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_WSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_WSI_HAP_XX__AUDIO_1004_WSI_NEU_XX,1,emotion_swap,pending
1004_DFA_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_DFA_FEA_XX.flv,FEA,fearful,1004,DFA,Don't forget a jacket,1004_DFA_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_DFA_HAP_XX.wav,HAP,happy,FAKE_T1_1004_DFA_FEA_XX__AUDIO_1004_DFA_HAP_XX,1,emotion_swap,pending
1004_MTI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_MTI_ANG_XX.flv,ANG,angry,1004,MTI,Maybe tomorrow it will be cold,1004_MTI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_MTI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_MTI_ANG_XX__AUDIO_1004_MTI_DIS_XX,1,emotion_swap,pending
1004_IWW_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_IWW_ANG_XX.flv,ANG,angry,1004,IWW,I wonder what this is about,1004_IWW_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_IWW_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_IWW_ANG_XX__AUDIO_1004_IWW_DIS_XX,1,emotion_swap,pending
1004_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_MTI_SAD_XX.flv,SAD,sad,1004,MTI,Maybe tomorrow it will be cold,1004_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1004_MTI_SAD_XX__AUDIO_1004_MTI_ANG_XX,1,emotion_swap,pending
1004_TAI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TAI_DIS_XX.flv,DIS,disgusted,1004,TAI,The airplane is almost full,1004_TAI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TAI_FEA_XX.wav,FEA,fearful,FAKE_T1_1004_TAI_DIS_XX__AUDIO_1004_TAI_FEA_XX,1,emotion_swap,pending
1004_TAI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TAI_FEA_XX.flv,FEA,fearful,1004,TAI,The airplane is almost full,1004_TAI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TAI_HAP_XX.wav,HAP,happy,FAKE_T1_1004_TAI_FEA_XX__AUDIO_1004_TAI_HAP_XX,1,emotion_swap,pending
1004_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_WSI_DIS_XX.flv,DIS,disgusted,1004,WSI,We'll stop in a couple of minutes,1004_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1004_WSI_DIS_XX__AUDIO_1004_WSI_FEA_XX,1,emotion_swap,pending
1004_TAI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TAI_HAP_XX.flv,HAP,happy,1004,TAI,The airplane is almost full,1004_TAI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TAI_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_TAI_HAP_XX__AUDIO_1004_TAI_NEU_XX,1,emotion_swap,pending
1004_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_ITS_ANG_XX.flv,ANG,angry,1004,ITS,I think I've seen this before,1004_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_ITS_ANG_XX__AUDIO_1004_ITS_DIS_XX,1,emotion_swap,pending
1005_TIE_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TIE_NEU_XX.flv,NEU,neutral,1005,TIE,That is exactly what happened,1005_TIE_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TIE_SAD_XX.wav,SAD,sad,FAKE_T1_1005_TIE_NEU_XX__AUDIO_1005_TIE_SAD_XX,1,emotion_swap,pending
1005_TIE_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TIE_ANG_XX.flv,ANG,angry,1005,TIE,That is exactly what happened,1005_TIE_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TIE_DIS_XX.wav,DIS,disgusted,FAKE_T1_1005_TIE_ANG_XX__AUDIO_1005_TIE_DIS_XX,1,emotion_swap,pending
1005_WSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_WSI_SAD_XX.flv,SAD,sad,1005,WSI,We'll stop in a couple of minutes,1005_WSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_WSI_ANG_XX.wav,ANG,angry,FAKE_T1_1005_WSI_SAD_XX__AUDIO_1005_WSI_ANG_XX,1,emotion_swap,pending
1005_TAI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TAI_HAP_XX.flv,HAP,happy,1005,TAI,The airplane is almost full,1005_TAI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TAI_NEU_XX.wav,NEU,neutral,FAKE_T1_1005_TAI_HAP_XX__AUDIO_1005_TAI_NEU_XX,1,emotion_swap,pending
1005_TIE_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TIE_DIS_XX.flv,DIS,disgusted,1005,TIE,That is exactly what happened,1005_TIE_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TIE_FEA_XX.wav,FEA,fearful,FAKE_T1_1005_TIE_DIS_XX__AUDIO_1005_TIE_FEA_XX,1,emotion_swap,pending
1005_IWW_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWW_DIS_XX.flv,DIS,disgusted,1005,IWW,I wonder what this is about,1005_IWW_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWW_FEA_XX.wav,FEA,fearful,FAKE_T1_1005_IWW_DIS_XX__AUDIO_1005_IWW_FEA_XX,1,emotion_swap,pending
1005_IWW_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWW_HAP_XX.flv,HAP,happy,1005,IWW,I wonder what this is about,1005_IWW_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWW_NEU_XX.wav,NEU,neutral,FAKE_T1_1005_IWW_HAP_XX__AUDIO_1005_IWW_NEU_XX,1,emotion_swap,pending
1005_TAI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TAI_FEA_XX.flv,FEA,fearful,1005,TAI,The airplane is almost full,1005_TAI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TAI_HAP_XX.wav,HAP,happy,FAKE_T1_1005_TAI_FEA_XX__AUDIO_1005_TAI_HAP_XX,1,emotion_swap,pending
1005_IOM_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IOM_SAD_XX.flv,SAD,sad,1005,IOM,I'm on my way to the meeting,1005_IOM_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IOM_ANG_XX.wav,ANG,angry,FAKE_T1_1005_IOM_SAD_XX__AUDIO_1005_IOM_ANG_XX,1,emotion_swap,pending
1005_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWW_SAD_XX.flv,SAD,sad,1005,IWW,I wonder what this is about,1005_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1005_IWW_SAD_XX__AUDIO_1005_IWW_ANG_XX,1,emotion_swap,pending
1005_MTI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_MTI_NEU_XX.flv,NEU,neutral,1005,MTI,Maybe tomorrow it will be cold,1005_MTI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_MTI_SAD_XX.wav,SAD,sad,FAKE_T1_1005_MTI_NEU_XX__AUDIO_1005_MTI_SAD_XX,1,emotion_swap,pending
1005_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWW_NEU_XX.flv,NEU,neutral,1005,IWW,I wonder what this is about,1005_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1005_IWW_NEU_XX__AUDIO_1005_IWW_SAD_XX,1,emotion_swap,pending
1005_IOM_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IOM_FEA_XX.flv,FEA,fearful,1005,IOM,I'm on my way to the meeting,1005_IOM_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IOM_HAP_XX.wav,HAP,happy,FAKE_T1_1005_IOM_FEA_XX__AUDIO_1005_IOM_HAP_XX,1,emotion_swap,pending
1005_DFA_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_DFA_NEU_XX.flv,NEU,neutral,1005,DFA,Don't forget a jacket,1005_DFA_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_DFA_SAD_XX.wav,SAD,sad,FAKE_T1_1005_DFA_NEU_XX__AUDIO_1005_DFA_SAD_XX,1,emotion_swap,pending
1005_IEO_ANG_MD,..\..\data\raw\CREMA-D\VideoFlash\1005_IEO_ANG_MD.flv,ANG,angry,1005,IEO,It's eleven o'clock,1005_IEO_DIS_MD,..\..\data\raw\CREMA-D\AudioWAV\1005_IEO_DIS_MD.wav,DIS,disgusted,FAKE_T1_1005_IEO_ANG_MD__AUDIO_1005_IEO_DIS_MD,1,emotion_swap,pending
1005_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_WSI_FEA_XX.flv,FEA,fearful,1005,WSI,We'll stop in a couple of minutes,1005_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1005_WSI_FEA_XX__AUDIO_1005_WSI_HAP_XX,1,emotion_swap,pending
1005_TSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TSI_HAP_XX.flv,HAP,happy,1005,TSI,The surface is slippery,1005_TSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1005_TSI_HAP_XX__AUDIO_1005_TSI_NEU_XX,1,emotion_swap,pending
1005_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IOM_ANG_XX.flv,ANG,angry,1005,IOM,I'm on my way to the meeting,1005_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1005_IOM_ANG_XX__AUDIO_1005_IOM_DIS_XX,1,emotion_swap,pending
1005_IWW_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWW_FEA_XX.flv,FEA,fearful,1005,IWW,I wonder what this is about,1005_IWW_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWW_HAP_XX.wav,HAP,happy,FAKE_T1_1005_IWW_FEA_XX__AUDIO_1005_IWW_HAP_XX,1,emotion_swap,pending
1005_ITH_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_ITH_DIS_XX.flv,DIS,disgusted,1005,ITH,I think I have a doctor's appointment,1005_ITH_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_ITH_FEA_XX.wav,FEA,fearful,FAKE_T1_1005_ITH_DIS_XX__AUDIO_1005_ITH_FEA_XX,1,emotion_swap,pending
1005_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWL_NEU_XX.flv,NEU,neutral,1005,IWL,I would like a new alarm clock,1005_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1005_IWL_NEU_XX__AUDIO_1005_IWL_SAD_XX,1,emotion_swap,pending
1005_WSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_WSI_NEU_XX.flv,NEU,neutral,1005,WSI,We'll stop in a couple of minutes,1005_WSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_WSI_SAD_XX.wav,SAD,sad,FAKE_T1_1005_WSI_NEU_XX__AUDIO_1005_WSI_SAD_XX,1,emotion_swap,pending
1006_IWL_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_IWL_ANG_XX.flv,ANG,angry,1006,IWL,I would like a new alarm clock,1006_IWL_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_IWL_DIS_XX.wav,DIS,disgusted,FAKE_T1_1006_IWL_ANG_XX__AUDIO_1006_IWL_DIS_XX,1,emotion_swap,pending
1006_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_IWW_SAD_XX.flv,SAD,sad,1006,IWW,I wonder what this is about,1006_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1006_IWW_SAD_XX__AUDIO_1006_IWW_ANG_XX,1,emotion_swap,pending
1006_MTI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_MTI_HAP_XX.flv,HAP,happy,1006,MTI,Maybe tomorrow it will be cold,1006_MTI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_MTI_NEU_XX.wav,NEU,neutral,FAKE_T1_1006_MTI_HAP_XX__AUDIO_1006_MTI_NEU_XX,1,emotion_swap,pending
1006_ITH_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_ITH_FEA_XX.flv,FEA,fearful,1006,ITH,I think I have a doctor's appointment,1006_ITH_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_ITH_HAP_XX.wav,HAP,happy,FAKE_T1_1006_ITH_FEA_XX__AUDIO_1006_ITH_HAP_XX,1,emotion_swap,pending
1006_TSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_TSI_DIS_XX.flv,DIS,disgusted,1006,TSI,The surface is slippery,1006_TSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_TSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1006_TSI_DIS_XX__AUDIO_1006_TSI_FEA_XX,1,emotion_swap,pending
1006_TAI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_TAI_HAP_XX.flv,HAP,happy,1006,TAI,The airplane is almost full,1006_TAI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_TAI_NEU_XX.wav,NEU,neutral,FAKE_T1_1006_TAI_HAP_XX__AUDIO_1006_TAI_NEU_XX,1,emotion_swap,pending
1006_IWL_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_IWL_DIS_XX.flv,DIS,disgusted,1006,IWL,I would like a new alarm clock,1006_IWL_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_IWL_FEA_XX.wav,FEA,fearful,FAKE_T1_1006_IWL_DIS_XX__AUDIO_1006_IWL_FEA_XX,1,emotion_swap,pending
1006_TIE_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_TIE_FEA_XX.flv,FEA,fearful,1006,TIE,That is exactly what happened,1006_TIE_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_TIE_HAP_XX.wav,HAP,happy,FAKE_T1_1006_TIE_FEA_XX__AUDIO_1006_TIE_HAP_XX,1,emotion_swap,pending
1006_MTI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_MTI_DIS_XX.flv,DIS,disgusted,1006,MTI,Maybe tomorrow it will be cold,1006_MTI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_MTI_FEA_XX.wav,FEA,fearful,FAKE_T1_1006_MTI_DIS_XX__AUDIO_1006_MTI_FEA_XX,1,emotion_swap,pending
1006_TAI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_TAI_SAD_XX.flv,SAD,sad,1006,TAI,The airplane is almost full,1006_TAI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_TAI_ANG_XX.wav,ANG,angry,FAKE_T1_1006_TAI_SAD_XX__AUDIO_1006_TAI_ANG_XX,1,emotion_swap,pending
1006_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_IWW_NEU_XX.flv,NEU,neutral,1006,IWW,I wonder what this is about,1006_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1006_IWW_NEU_XX__AUDIO_1006_IWW_SAD_XX,1,emotion_swap,pending
1006_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_MTI_FEA_XX.flv,FEA,fearful,1006,MTI,Maybe tomorrow it will be cold,1006_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1006_MTI_FEA_XX__AUDIO_1006_MTI_HAP_XX,1,emotion_swap,pending
1006_TAI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_TAI_DIS_XX.flv,DIS,disgusted,1006,TAI,The airplane is almost full,1006_TAI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_TAI_FEA_XX.wav,FEA,fearful,FAKE_T1_1006_TAI_DIS_XX__AUDIO_1006_TAI_FEA_XX,1,emotion_swap,pending
1006_DFA_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_DFA_DIS_XX.flv,DIS,disgusted,1006,DFA,Don't forget a jacket,1006_DFA_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_DFA_FEA_XX.wav,FEA,fearful,FAKE_T1_1006_DFA_DIS_XX__AUDIO_1006_DFA_FEA_XX,1,emotion_swap,pending
1006_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_MTI_SAD_XX.flv,SAD,sad,1006,MTI,Maybe tomorrow it will be cold,1006_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1006_MTI_SAD_XX__AUDIO_1006_MTI_ANG_XX,1,emotion_swap,pending
1006_TIE_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_TIE_HAP_XX.flv,HAP,happy,1006,TIE,That is exactly what happened,1006_TIE_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_TIE_NEU_XX.wav,NEU,neutral,FAKE_T1_1006_TIE_HAP_XX__AUDIO_1006_TIE_NEU_XX,1,emotion_swap,pending
1006_IEO_DIS_MD,..\..\data\raw\CREMA-D\VideoFlash\1006_IEO_DIS_MD.flv,DIS,disgusted,1006,IEO,It's eleven o'clock,1006_IEO_FEA_MD,..\..\data\raw\CREMA-D\AudioWAV\1006_IEO_FEA_MD.wav,FEA,fearful,FAKE_T1_1006_IEO_DIS_MD__AUDIO_1006_IEO_FEA_MD,1,emotion_swap,pending
1006_IEO_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_IEO_NEU_XX.flv,NEU,neutral,1006,IEO,It's eleven o'clock,1006_IEO_SAD_MD,..\..\data\raw\CREMA-D\AudioWAV\1006_IEO_SAD_MD.wav,SAD,sad,FAKE_T1_1006_IEO_NEU_XX__AUDIO_1006_IEO_SAD_MD,1,emotion_swap,pending
1006_WSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_WSI_ANG_XX.flv,ANG,angry,1006,WSI,We'll stop in a couple of minutes,1006_WSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_WSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1006_WSI_ANG_XX__AUDIO_1006_WSI_DIS_XX,1,emotion_swap,pending
1006_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_WSI_DIS_XX.flv,DIS,disgusted,1006,WSI,We'll stop in a couple of minutes,1006_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1006_WSI_DIS_XX__AUDIO_1006_WSI_FEA_XX,1,emotion_swap,pending
1006_IWW_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_IWW_ANG_XX.flv,ANG,angry,1006,IWW,I wonder what this is about,1006_IWW_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_IWW_DIS_XX.wav,DIS,disgusted,FAKE_T1_1006_IWW_ANG_XX__AUDIO_1006_IWW_DIS_XX,1,emotion_swap,pending
1006_TSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1006_TSI_SAD_XX.flv,SAD,sad,1006,TSI,The surface is slippery,1006_TSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1006_TSI_ANG_XX.wav,ANG,angry,FAKE_T1_1006_TSI_SAD_XX__AUDIO_1006_TSI_ANG_XX,1,emotion_swap,pending
1007_IEO_HAP_MD,..\..\data\raw\CREMA-D\VideoFlash\1007_IEO_HAP_MD.flv,HAP,happy,1007,IEO,It's eleven o'clock,1007_IEO_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_IEO_NEU_XX.wav,NEU,neutral,FAKE_T1_1007_IEO_HAP_MD__AUDIO_1007_IEO_NEU_XX,1,emotion_swap,pending
1007_TSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1007_TSI_HAP_XX.flv,HAP,happy,1007,TSI,The surface is slippery,1007_TSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_TSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1007_TSI_HAP_XX__AUDIO_1007_TSI_NEU_XX,1,emotion_swap,pending
1007_TIE_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1007_TIE_HAP_XX.flv,HAP,happy,1007,TIE,That is exactly what happened,1007_TIE_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_TIE_NEU_XX.wav,NEU,neutral,FAKE_T1_1007_TIE_HAP_XX__AUDIO_1007_TIE_NEU_XX,1,emotion_swap,pending
1007_DFA_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1007_DFA_DIS_XX.flv,DIS,disgusted,1007,DFA,Don't forget a jacket,1007_DFA_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_DFA_FEA_XX.wav,FEA,fearful,FAKE_T1_1007_DFA_DIS_XX__AUDIO_1007_DFA_FEA_XX,1,emotion_swap,pending
1007_IEO_FEA_MD,..\..\data\raw\CREMA-D\VideoFlash\1007_IEO_FEA_MD.flv,FEA,fearful,1007,IEO,It's eleven o'clock,1007_IEO_HAP_MD,..\..\data\raw\CREMA-D\AudioWAV\1007_IEO_HAP_MD.wav,HAP,happy,FAKE_T1_1007_IEO_FEA_MD__AUDIO_1007_IEO_HAP_MD,1,emotion_swap,pending
1007_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1007_IOM_ANG_XX.flv,ANG,angry,1007,IOM,I'm on my way to the meeting,1007_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1007_IOM_ANG_XX__AUDIO_1007_IOM_DIS_XX,1,emotion_swap,pending
1007_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1007_MTI_FEA_XX.flv,FEA,fearful,1007,MTI,Maybe tomorrow it will be cold,1007_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1007_MTI_FEA_XX__AUDIO_1007_MTI_HAP_XX,1,emotion_swap,pending
1007_ITH_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1007_ITH_NEU_XX.flv,NEU,neutral,1007,ITH,I think I have a doctor's appointment,1007_ITH_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_ITH_SAD_XX.wav,SAD,sad,FAKE_T1_1007_ITH_NEU_XX__AUDIO_1007_ITH_SAD_XX,1,emotion_swap,pending
1007_TIE_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1007_TIE_FEA_XX.flv,FEA,fearful,1007,TIE,That is exactly what happened,1007_TIE_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_TIE_HAP_XX.wav,HAP,happy,FAKE_T1_1007_TIE_FEA_XX__AUDIO_1007_TIE_HAP_XX,1,emotion_swap,pending
1007_WSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1007_WSI_HAP_XX.flv,HAP,happy,1007,WSI,We'll stop in a couple of minutes,1007_WSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1007_WSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1007_WSI_HAP_XX__AUDIO_1007_WSI_NEU_XX,1,emotion_swap,pending
